v2,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,leader
1672,3,8,2,3,8,9,3,8,60,4,4,8,8,8,8,8,8,8,0,8,8,8,0,4,1,0,0,1,5,8,8,8,5,1,5,1,7,8,0,8,32,0,5,0,8,5,0,1,20,8,0,0,1,5,8,8,8,9,3,2,8,0,5,8,0,8,8,0,5,8,0,8,8,8,98,8,8,8,8,8,0,98,8,8,1,1,1,8,8,8,8,0,1,1,1,5,1,1,8,8,1,1,1,1,8,8,1,8,1,5,5,8,0,8,8,4,4,4,3,2,2,8,2,3,2,8,2,1,1,1,1,1,1,1,0,60,91,91,1,2,0,9,2,2,2,0
1673,2,8,2,9,3,9,3,8,30,4,4,8,8,2,8,2,3,8,0,8,8,1,0,4,1,0,0,1,1,5,1,8,8,8,0,8,0,4,7,5,32,3,5,0,1,0,5,8,91,0,0,0,1,5,5,5,5,9,8,8,8,0,1,8,0,1,8,0,1,8,0,1,1,8,98,8,8,8,8,8,0,90,1,5,0,1,8,8,3,5,5,0,1,1,1,1,5,1,1,5,1,5,5,5,5,5,5,5,5,8,8,8,0,2,4,2,1,1,3,1,1,2,2,3,3,3,2,1,1,1,1,1,5,3,40,96,40,91,1,5,0,2,2,2,1,0
1674,1,8,2,1,1,1,8,0,20,3,4,8,8,8,8,8,8,1,6,8,8,3,8,4,1,0,0,5,5,1,5,5,1,5,0,8,0,2,9,5,32,9,5,0,8,5,0,1,10,5,0,0,1,5,8,8,8,9,2,1,8,0,8,8,0,5,4,1,5,8,0,5,1,8,10,6,8,8,8,8,0,90,8,5,0,1,1,8,8,5,5,0,1,1,1,5,1,1,5,8,1,5,5,5,1,5,5,5,5,5,8,8,0,1,5,2,2,4,2,1,1,8,3,2,2,2,1,1,2,9,3,2,1,3,50,96,50,91,1,2,0,1,3,2,1,0
1675,1,8,2,1,2,9,3,8,20,3,4,8,8,2,8,2,3,5,4,5,5,1,0,4,1,0,0,5,5,8,1,1,5,5,0,2,0,3,9,8,11,5,5,0,8,5,0,8,91,0,0,0,5,5,5,9,1,6,2,8,4,2,1,4,2,1,4,2,1,4,2,1,8,8,30,8,8,8,8,8,0,90,5,5,0,1,1,8,4,5,5,0,1,5,1,8,5,5,5,5,5,8,5,5,1,5,5,5,5,5,5,6,1,6,4,2,3,4,3,2,1,3,3,2,3,2,2,5,0,0,1,3,5,1,50,96,95,60,1,5,0,5,5,2,1,0
1676,2,8,2,1,2,9,2,8,60,1,4,3,3,2,4,3,1,2,9,8,1,2,6,4,1,0,0,1,5,5,1,5,5,5,0,2,0,3,9,1,31,9,5,0,5,5,0,1,10,1,0,0,5,5,5,5,5,9,4,2,1,3,5,1,3,1,5,0,1,1,2,1,1,3,98,8,8,2,5,2,3,60,1,1,1,2,3,8,4,1,1,2,1,1,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,2,0,5,1,5,2,2,2,1,3,3,2,2,2,1,1,2,1,3,2,5,1,0,79,91,91,1,2,0,1,1,1,1,0
1677,3,8,2,2,2,9,2,6,50,4,2,4,4,2,8,2,1,1,6,5,5,1,0,4,1,0,0,5,5,1,5,5,1,5,0,2,0,3,4,5,31,8,5,0,1,0,5,1,10,5,0,0,1,5,5,1,9,1,3,1,1,1,3,1,2,5,1,2,5,1,2,1,8,2,20,8,8,2,8,8,0,98,8,8,8,2,1,8,2,5,8,0,1,1,1,5,1,1,1,1,1,5,5,1,5,1,1,5,1,1,1,1,1,0,5,1,5,3,2,1,2,2,2,2,1,1,2,1,1,1,1,1,5,3,70,96,20,91,1,5,0,3,4,2,1,0
1678,3,8,2,3,2,8,2,1,80,4,1,8,8,3,8,3,2,1,2,5,5,1,0,1,1,0,0,5,5,1,5,5,1,5,0,2,0,1,3,5,33,4,1,2,5,5,0,1,10,5,0,0,8,5,5,5,5,3,3,3,8,0,1,8,0,5,1,2,1,8,0,1,1,2,98,3,5,8,8,2,1,70,1,1,1,8,1,8,3,5,5,0,1,1,1,5,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,6,1,4,5,1,5,1,2,1,1,3,2,2,2,2,1,1,2,2,2,1,1,3,0,80,91,91,2,5,0,5,5,1,1,0
1679,2,8,2,2,2,7,3,7,10,3,2,1,8,8,8,2,3,5,6,5,5,2,6,2,5,5,2,5,5,1,5,5,1,1,5,8,0,2,8,5,10,6,1,4,5,1,0,1,20,1,0,0,1,1,5,5,9,9,3,2,2,1,1,2,1,5,1,1,5,2,1,5,1,8,98,8,1,8,1,2,9,98,1,1,5,1,1,8,1,5,5,0,1,1,1,5,1,1,8,1,1,1,1,1,1,1,1,8,1,1,8,8,0,2,1,3,5,3,3,1,1,1,2,1,3,4,1,1,1,1,1,2,1,2,0,96,50,91,1,5,0,5,5,2,1,0
1680,2,8,2,3,2,9,3,8,0,4,1,1,3,2,2,8,2,5,4,5,1,1,0,4,1,0,0,5,5,1,1,1,1,5,0,8,0,5,7,5,33,1,5,0,8,5,0,1,10,1,0,0,1,5,5,5,5,9,3,1,2,3,5,1,2,1,8,0,8,1,1,1,8,2,98,8,1,8,8,1,9,90,5,5,0,1,1,8,3,5,5,0,1,1,1,5,1,1,5,1,1,5,5,5,8,8,5,5,5,5,1,8,0,2,5,3,2,5,3,1,2,2,2,1,3,8,2,1,1,1,1,1,5,1,0,96,40,91,1,2,0,2,1,2,1,0
1681,1,8,2,1,2,9,3,8,20,3,4,8,8,2,8,2,3,5,3,5,5,1,0,4,1,0,0,5,5,8,1,1,5,5,0,2,0,3,9,8,12,1,5,0,8,5,0,8,91,0,0,0,5,5,5,5,1,6,2,8,4,2,1,4,2,1,4,2,1,4,2,1,8,8,30,8,8,8,8,8,0,90,5,5,0,1,1,8,4,5,5,0,1,5,1,8,5,5,5,5,5,8,5,5,1,5,5,5,5,5,5,6,2,2,4,2,3,4,3,2,1,3,3,2,3,2,2,5,0,0,1,2,5,1,10,96,40,91,1,5,0,1,2,2,1,0
1682,1,8,2,9,3,5,2,5,10,4,4,8,2,1,8,8,1,5,4,5,5,2,6,4,5,5,3,5,1,5,5,1,1,5,0,1,7,4,7,5,11,7,5,0,5,5,0,1,10,5,0,0,5,5,5,5,5,8,3,2,8,0,5,3,2,5,5,0,5,8,0,5,8,8,98,8,1,3,8,1,9,98,8,8,8,2,2,8,2,5,8,0,1,1,1,5,1,1,1,5,1,5,5,8,1,8,8,8,8,1,1,8,0,2,8,3,5,1,3,1,2,3,2,3,3,2,1,1,2,2,2,2,5,1,20,10,91,91,1,5,0,1,5,1,1,0
1683,3,8,2,1,3,9,3,5,50,4,4,8,8,8,8,8,1,8,0,5,5,3,8,4,1,0,0,5,5,1,5,5,1,5,0,3,0,3,9,5,31,1,5,0,5,5,0,1,99,1,0,0,1,5,5,5,1,9,3,1,8,0,5,1,2,5,8,0,8,5,0,1,1,8,30,8,8,8,8,1,9,90,5,5,0,2,2,8,3,5,5,0,1,1,1,5,1,1,5,1,1,5,5,5,1,5,5,5,5,5,5,2,1,1,5,1,5,1,2,1,1,1,3,1,1,1,1,1,2,2,2,2,1,1,0,80,91,91,1,5,0,5,5,1,1,0
1684,2,8,2,1,3,9,3,8,60,4,4,1,2,2,1,2,2,1,1,5,5,2,8,4,1,0,0,5,5,1,1,5,5,1,1,1,4,5,7,5,31,0,5,0,5,5,0,5,91,0,8,5,5,5,5,5,5,9,2,2,5,0,8,5,0,5,8,0,5,5,0,5,8,3,91,8,5,8,8,8,0,90,8,5,0,1,3,8,4,5,5,0,5,5,5,1,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,8,0,7,2,3,3,3,3,1,1,3,3,3,2,3,8,5,0,9,3,2,5,1,10,50,91,91,1,1,2,1,4,1,1,0
1685,3,8,2,1,2,9,8,0,60,4,4,8,8,8,8,8,8,8,0,8,8,3,8,4,5,5,3,8,8,8,8,8,8,8,0,8,0,3,9,8,32,9,5,0,5,5,0,8,91,0,0,0,8,8,8,8,8,9,8,1,8,0,4,8,0,8,8,0,1,8,0,1,8,2,98,8,8,8,8,8,0,98,8,8,8,8,8,8,8,8,8,0,8,8,8,5,8,1,8,8,1,8,8,8,8,8,8,8,8,5,5,1,2,0,8,3,5,3,8,8,8,8,8,8,8,8,1,5,0,9,2,1,5,1,0,95,79,91,1,5,0,5,5,1,2,0
1686,2,8,2,1,2,1,2,1,90,4,1,2,3,8,8,8,1,1,1,5,5,1,0,4,1,0,0,5,5,1,1,1,5,5,0,1,7,2,8,5,11,9,5,0,5,5,0,1,80,5,0,0,1,5,5,5,9,9,2,8,1,2,1,1,1,5,1,2,5,8,0,1,8,8,98,8,8,8,8,8,0,98,8,5,0,1,1,8,3,5,5,0,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,2,0,8,2,1,2,3,1,2,1,2,2,1,1,1,5,0,8,2,1,5,1,0,20,91,91,1,1,1,5,2,1,1,0
1687,1,8,1,1,2,9,2,0,0,9,9,3,8,8,8,8,1,8,0,5,5,1,0,4,1,0,0,5,5,8,1,1,8,5,0,2,0,8,0,8,32,9,5,0,5,5,0,1,30,5,0,0,1,5,5,5,8,9,8,1,8,0,3,4,3,1,1,1,1,1,2,1,1,2,10,8,8,2,8,8,0,98,5,5,0,8,2,8,4,5,5,0,1,5,1,5,1,1,1,8,5,5,5,5,1,5,5,5,5,5,5,8,0,2,8,3,3,4,3,2,2,2,3,2,2,2,1,1,2,0,2,1,5,1,0,40,91,91,2,5,0,5,2,1,1,0
1688,2,8,1,1,2,6,1,5,60,4,4,2,8,8,3,8,2,1,2,5,5,2,8,2,1,0,0,1,5,5,1,5,5,1,5,1,7,2,4,5,10,9,5,0,5,1,0,5,91,0,2,5,1,5,5,1,9,3,3,1,2,1,5,1,1,5,1,1,5,1,1,1,1,2,30,3,1,8,1,8,0,98,1,5,0,1,1,8,8,1,5,0,1,1,1,5,1,1,5,8,8,1,5,8,1,5,1,5,1,1,1,6,2,8,1,1,5,1,2,1,1,8,3,3,3,3,7,1,2,2,2,1,1,4,0,95,10,91,2,5,0,5,5,2,1,0
1689,1,8,1,1,2,1,2,1,10,4,4,4,4,2,4,2,3,5,3,5,5,2,8,3,1,0,0,5,5,5,5,5,5,1,1,8,0,1,1,5,11,2,5,0,1,0,1,1,20,5,0,0,1,5,5,5,5,2,2,1,3,1,5,2,1,5,1,3,8,1,3,8,8,2,30,8,8,2,8,8,0,0,1,1,5,1,1,8,2,1,1,1,1,1,1,5,1,1,8,1,1,5,5,5,1,5,5,5,5,5,5,1,8,0,4,1,5,2,1,1,1,2,2,3,1,2,2,1,1,1,1,1,5,2,0,96,60,91,3,1,2,5,4,2,2,0
1690,1,8,1,1,2,9,3,1,60,4,4,8,8,2,8,2,1,5,3,5,5,8,0,8,1,0,0,5,5,5,1,1,5,5,0,2,0,8,0,8,32,9,5,0,5,5,0,5,91,0,8,5,5,1,5,5,9,5,1,1,3,8,1,3,8,1,1,8,1,4,2,1,1,8,98,8,5,8,8,8,0,70,8,8,1,2,1,8,3,5,1,1,1,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,6,2,2,8,4,5,3,3,2,2,2,2,2,1,2,8,5,0,1,1,1,1,1,0,60,91,91,1,5,0,5,4,2,2,0
1691,2,8,1,1,2,8,3,0,30,1,4,4,4,2,4,2,3,1,2,5,5,2,8,3,1,0,0,5,5,1,1,5,5,1,5,1,7,1,3,5,11,3,5,0,5,1,0,1,98,1,0,0,1,5,9,1,9,9,2,1,1,3,1,3,1,1,1,3,8,1,3,8,1,2,30,3,8,8,8,2,3,98,1,1,1,2,1,8,4,5,5,0,1,8,1,1,5,1,5,5,1,1,5,5,1,5,5,5,5,5,5,3,8,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,2,1,3,1,5,1,0,95,20,91,1,5,0,5,5,1,1,0
1692,3,8,1,1,2,1,3,8,0,4,4,8,8,8,8,8,8,8,0,8,8,3,8,8,8,0,0,5,8,8,8,8,8,8,0,2,0,8,0,8,32,9,5,0,8,8,0,8,91,0,0,0,5,8,8,8,8,9,8,8,8,0,8,8,0,8,8,0,8,8,0,8,8,8,98,8,8,8,8,8,0,98,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,4,5,4,3,8,8,8,8,1,1,8,8,5,0,0,8,2,1,1,0,96,79,91,1,2,0,5,1,2,1,0
1693,2,8,1,1,2,9,3,7,50,4,4,2,3,2,3,2,2,1,2,5,5,1,0,4,1,0,0,5,5,1,1,5,5,1,5,1,7,3,4,5,24,0,5,0,8,5,0,1,20,1,0,0,1,5,5,5,1,9,4,2,4,2,8,4,2,5,4,2,5,4,2,5,1,8,98,8,8,8,8,8,0,98,8,8,8,1,2,8,8,5,1,3,1,1,1,5,1,5,5,1,1,5,5,5,1,5,5,5,5,8,8,8,0,2,1,4,5,2,3,1,2,2,2,2,2,2,1,1,7,2,3,1,1,2,0,96,50,91,1,5,0,2,1,2,1,0
1694,0,8,1,5,2,9,3,8,10,4,2,1,1,2,8,2,2,5,3,5,5,1,0,3,1,0,0,5,5,1,5,1,5,1,5,1,1,3,8,5,22,3,5,0,5,5,0,1,20,5,0,0,1,5,5,5,1,3,3,1,1,2,1,1,2,5,1,3,1,1,3,1,1,2,30,8,1,1,0,1,9,90,5,8,1,2,1,8,4,5,5,0,1,1,1,1,1,1,5,1,1,5,5,5,1,5,5,5,5,5,5,3,1,1,1,1,2,5,2,1,1,1,2,2,1,2,2,5,0,1,1,2,1,2,20,96,95,20,1,5,0,5,5,2,1,0
1695,2,8,1,1,2,9,3,8,40,1,4,1,8,8,8,8,3,8,0,5,8,2,8,2,1,0,0,1,5,1,1,5,1,1,5,1,4,2,4,5,11,5,5,0,5,5,0,1,98,5,0,0,1,1,1,1,0,2,2,2,1,2,8,1,1,8,8,0,8,8,0,8,8,8,98,8,8,8,8,8,0,98,8,8,8,2,1,8,8,5,8,0,1,1,1,5,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,6,8,8,1,3,5,4,3,2,2,3,2,8,3,2,1,5,0,2,3,1,1,3,0,60,91,91,1,1,2,5,1,1,1,0
1696,2,8,1,2,2,9,3,3,0,4,2,2,8,2,8,2,1,8,0,5,5,1,0,4,1,0,0,1,5,1,1,5,1,1,8,1,7,2,4,5,11,6,5,0,5,1,0,8,91,0,0,0,1,5,5,5,8,1,3,2,2,1,5,1,1,5,1,1,5,1,1,5,1,2,10,8,8,8,1,8,0,90,1,8,5,1,2,8,3,5,8,0,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,8,2,8,2,4,2,2,4,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,3,0,50,91,91,3,5,0,1,2,1,1,0
1697,0,8,1,9,3,1,8,0,0,9,9,8,2,2,2,2,2,1,1,5,1,8,0,4,8,0,0,5,5,1,1,1,5,1,5,1,1,1,1,5,10,5,5,0,8,1,0,1,10,5,0,0,1,8,5,5,5,3,2,1,8,0,5,3,1,5,8,0,5,8,0,5,8,2,30,8,8,8,8,1,9,98,5,8,8,8,2,5,3,8,8,0,5,5,1,5,1,1,1,5,1,5,5,5,1,5,5,5,5,1,1,8,0,8,2,1,3,3,3,1,1,2,2,8,2,2,2,1,1,1,1,2,1,1,10,50,91,91,1,5,0,5,4,1,1,0
1698,0,8,1,1,3,9,2,1,20,3,4,2,8,2,8,2,1,1,2,5,5,1,0,4,1,0,0,5,5,1,8,5,8,5,0,2,0,4,7,5,10,1,5,0,8,8,0,5,91,0,2,8,1,5,8,5,5,9,4,8,8,0,8,5,0,1,4,1,8,4,1,8,1,2,10,8,8,8,8,1,9,90,5,5,0,2,1,8,2,5,5,0,1,1,1,5,1,1,8,1,1,5,5,5,1,5,5,5,5,5,5,6,1,2,5,1,1,1,3,1,2,3,2,2,2,2,1,5,0,0,2,1,5,1,0,60,91,91,3,1,2,5,5,2,1,0
1699,1,8,1,2,3,1,2,3,90,3,3,3,3,1,3,1,1,1,6,5,1,2,2,1,1,0,0,1,1,5,1,1,5,5,0,2,0,4,7,2,33,5,5,0,5,5,0,5,91,0,3,5,5,5,5,5,5,9,1,1,1,4,1,1,4,1,1,4,5,5,0,5,1,4,91,3,5,8,5,2,3,0,1,1,1,2,2,8,4,5,5,0,1,5,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,6,2,6,1,2,5,1,2,1,2,3,4,3,3,2,2,1,1,1,1,1,5,5,0,96,95,10,1,5,0,5,5,2,1,0
1700,0,8,1,1,3,9,2,0,20,1,4,2,8,8,8,8,1,1,2,5,8,1,0,4,1,0,0,5,5,1,8,8,8,5,0,1,2,3,9,5,32,9,5,0,5,5,0,1,20,8,0,0,1,5,5,5,5,9,2,1,8,0,5,4,2,8,4,2,5,8,0,1,8,8,98,8,8,8,8,8,0,98,8,1,8,8,3,4,8,5,5,0,1,1,1,5,1,8,1,8,1,5,5,5,8,5,5,5,5,8,1,2,1,2,8,1,5,1,3,1,2,2,2,2,8,3,1,1,2,9,2,1,1,1,0,91,96,91,4,5,0,5,5,2,1,0
1701,1,8,1,2,2,9,8,0,0,4,4,8,8,2,8,8,1,5,3,5,5,1,0,4,1,0,0,5,5,1,8,8,8,5,0,8,0,8,0,8,32,9,5,0,5,5,0,5,91,0,1,1,5,8,8,8,8,9,8,8,8,0,8,8,0,8,8,0,8,8,0,8,8,8,98,8,8,8,8,8,0,98,8,8,8,8,2,8,8,5,8,0,1,8,5,5,1,8,5,8,8,5,5,5,8,8,5,5,5,8,8,8,0,8,8,3,5,3,3,1,1,2,8,2,2,2,1,1,7,1,1,1,5,1,50,30,91,91,2,5,0,5,5,2,1,0
1702,3,8,4,9,8,9,2,0,60,4,4,8,8,8,8,8,8,8,0,5,5,2,3,4,1,0,0,5,5,1,1,8,8,5,0,8,0,8,0,5,22,4,5,0,1,0,5,1,10,5,0,0,1,5,8,8,1,9,8,8,8,0,8,8,0,8,1,1,8,8,0,8,8,8,98,8,8,8,8,8,0,98,8,8,8,2,1,8,8,8,8,0,1,1,1,1,1,8,8,1,1,8,8,1,1,1,5,8,1,5,8,8,0,4,5,3,5,2,3,2,2,8,8,1,1,1,2,1,1,1,1,2,1,1,30,96,80,91,1,5,0,5,3,2,1,0
1703,1,8,4,9,8,1,3,8,90,3,2,8,1,8,4,2,2,1,2,5,5,1,0,4,1,0,0,1,5,5,1,1,5,5,0,2,0,1,3,5,33,4,1,2,1,0,1,1,20,5,0,0,1,1,5,5,9,8,3,1,4,3,1,2,1,5,4,2,1,4,2,5,1,1,30,3,1,7,1,1,9,80,5,5,0,1,1,8,1,5,5,0,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,3,2,2,1,1,1,1,1,1,2,4,2,3,8,4,1,1,2,2,3,1,1,4,0,50,91,91,1,5,0,1,2,2,1,0
1704,2,8,4,9,3,9,3,0,0,4,1,8,8,8,8,8,1,8,0,8,8,8,0,4,8,0,0,5,5,8,8,8,8,5,0,8,0,8,0,8,32,9,5,0,5,5,0,8,91,0,0,0,8,8,8,8,8,9,8,8,8,0,5,8,0,8,8,0,8,8,0,8,8,8,98,8,8,8,8,8,0,98,8,8,8,8,8,8,8,5,8,0,1,1,1,5,8,1,1,1,1,1,1,1,5,8,1,1,1,5,1,8,0,6,8,4,5,4,3,8,8,1,2,2,1,3,2,5,0,0,8,9,5,1,0,79,91,91,2,5,0,2,1,1,1,0
1705,1,8,4,9,3,1,3,5,20,3,2,4,4,2,4,2,1,5,4,1,5,1,0,4,1,0,0,1,5,1,1,1,1,5,0,3,0,5,5,5,31,4,5,0,1,0,5,1,20,5,0,0,1,5,5,5,1,1,2,1,5,0,5,5,0,5,5,0,1,1,2,5,8,2,30,8,1,8,5,2,1,90,1,5,0,1,2,8,4,5,5,0,1,1,1,5,1,1,1,1,1,5,5,5,1,5,5,5,5,5,1,2,2,2,5,3,3,4,2,1,1,2,3,1,2,1,2,1,1,1,1,2,1,1,50,50,91,91,1,5,0,2,3,1,1,0
1706,1,8,4,2,2,9,3,7,50,4,1,4,1,8,8,8,8,2,9,5,8,1,0,4,1,0,0,1,5,1,5,1,1,5,0,2,0,4,7,8,33,0,5,0,5,5,0,1,20,8,0,0,8,5,5,8,8,8,3,1,4,3,1,1,3,5,8,0,5,5,0,1,1,2,98,8,8,8,8,8,0,50,5,5,0,1,3,8,8,5,1,3,5,5,5,5,1,5,1,8,1,5,5,5,1,5,5,5,5,1,1,3,2,8,5,1,1,5,3,1,2,3,2,2,2,2,2,5,0,0,1,1,5,1,0,70,91,91,1,1,3,5,3,1,1,0
1707,2,8,4,1,2,9,3,0,0,1,4,1,2,2,8,2,1,1,1,5,5,1,0,4,1,0,0,5,5,5,1,1,5,5,0,1,7,2,8,5,31,5,5,0,5,5,0,1,30,1,0,0,1,1,1,5,9,8,2,1,2,1,1,2,1,1,2,1,8,1,1,5,1,2,98,8,8,2,8,1,9,90,5,5,0,1,2,8,3,5,5,0,1,5,1,5,8,5,5,8,1,5,5,1,5,1,5,5,1,8,1,8,0,1,5,1,3,3,3,1,2,3,2,3,2,2,1,1,2,0,2,2,1,3,50,30,91,91,2,5,0,1,1,2,1,0
1708,3,8,4,9,8,9,8,0,0,4,4,8,8,8,8,8,1,1,1,1,1,1,0,8,1,0,0,5,5,1,5,5,1,1,5,1,3,8,0,5,22,0,5,0,5,5,0,9,91,0,0,0,5,5,5,5,5,9,3,8,4,1,5,4,1,5,8,0,5,8,0,8,1,2,30,8,8,8,8,1,9,90,5,5,0,8,2,8,8,5,5,0,1,1,1,5,1,1,8,1,1,5,5,5,1,5,8,8,5,8,8,8,0,8,4,2,2,4,2,1,8,2,3,2,2,2,1,1,9,2,3,1,1,1,0,40,91,91,1,2,0,5,5,1,1,0
1709,2,8,4,9,8,9,8,0,0,4,4,8,8,8,8,8,8,8,0,8,8,8,0,8,8,0,0,8,8,8,8,8,8,8,0,8,0,8,0,8,22,9,5,0,8,5,0,8,91,0,0,0,8,8,8,8,8,9,8,8,8,0,8,8,0,8,8,0,8,8,0,8,8,8,98,8,8,8,8,8,0,98,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,4,8,4,4,4,3,8,8,8,8,8,2,8,8,5,0,0,8,4,5,1,90,96,79,91,1,2,0,5,2,2,1,0
1710,2,8,4,9,3,1,3,6,90,3,1,8,8,3,3,2,8,8,0,5,5,2,8,1,1,0,0,5,5,1,5,5,1,1,1,1,4,8,0,5,11,9,5,0,5,1,0,1,10,1,0,0,1,1,8,5,9,9,3,1,1,1,1,8,0,5,8,0,1,8,0,1,1,3,98,8,8,8,8,2,3,30,8,1,1,2,1,8,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,5,5,5,1,1,0,1,1,5,1,3,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,0,95,20,91,1,5,0,5,5,1,1,0
1711,1,8,4,3,3,9,3,7,30,4,4,8,8,8,8,8,8,1,1,8,1,3,8,8,1,0,0,5,5,8,8,8,8,1,5,2,0,8,0,5,32,5,5,0,5,5,0,5,91,0,8,8,5,8,8,8,8,9,8,8,8,0,5,8,0,8,8,0,8,8,0,8,8,8,98,8,8,8,8,8,0,98,8,8,8,8,1,8,8,5,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,0,8,4,5,4,8,1,1,3,2,2,3,1,1,1,2,2,2,1,5,1,0,96,80,91,1,5,0,5,5,2,1,0
1712,3,8,3,1,2,9,2,8,60,4,4,4,4,2,4,2,1,5,6,5,5,1,0,4,1,0,0,5,5,1,1,5,1,5,0,2,0,3,1,5,33,3,5,0,5,5,0,1,10,5,0,0,1,5,5,8,8,1,4,1,8,0,1,8,0,1,5,0,1,5,0,1,8,2,98,2,5,7,8,2,1,90,5,1,1,1,2,8,3,5,5,0,1,1,1,5,1,1,5,1,1,5,5,5,1,1,5,5,5,1,1,1,2,0,5,3,3,4,2,1,2,2,2,1,1,1,2,1,1,1,3,2,1,1,50,40,91,91,1,2,0,1,3,1,1,0
1713,0,8,3,9,3,9,2,3,20,3,4,8,3,8,8,8,1,8,0,5,5,1,0,4,1,0,0,5,5,1,5,5,1,1,1,3,0,2,4,5,32,6,5,0,5,5,0,1,10,8,0,0,1,1,5,8,9,9,3,1,4,1,8,4,1,1,4,1,8,4,1,1,1,3,91,6,1,2,8,8,0,70,1,8,1,2,1,8,2,5,8,0,8,1,1,5,1,1,1,1,1,5,5,1,5,1,5,5,1,1,1,2,2,2,5,1,1,3,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,0,20,91,91,2,5,0,5,5,2,1,0
1714,2,8,3,3,3,9,3,1,90,3,3,1,4,2,3,2,1,5,4,5,5,2,3,2,1,0,0,1,1,1,1,1,5,5,0,1,7,1,1,5,10,5,5,0,5,1,0,5,91,0,2,5,5,5,5,5,5,9,2,1,1,1,5,1,1,5,1,1,5,1,1,5,1,2,10,8,1,8,1,8,0,0,8,1,1,1,2,8,2,5,1,1,1,1,8,1,1,5,5,1,1,5,5,5,1,5,5,5,5,5,1,6,1,1,5,1,1,3,2,1,8,3,2,3,2,2,2,1,1,1,1,2,1,3,10,50,91,91,1,2,0,2,2,1,1,0
1715,2,8,3,9,3,9,3,0,0,9,9,8,8,8,8,8,8,1,2,5,5,8,0,8,1,0,0,8,8,8,8,8,8,8,0,8,0,8,0,8,32,9,5,0,8,5,0,5,91,0,2,5,5,8,8,8,8,9,8,8,8,0,8,8,0,8,8,0,8,8,0,8,8,8,98,8,8,8,8,8,0,98,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,2,8,1,5,5,8,1,1,4,2,3,2,2,8,8,0,9,8,2,1,1,0,96,95,40,3,5,0,9,5,2,1,0
1716,1,8,3,3,8,1,8,8,30,1,4,4,8,2,8,2,1,8,0,5,5,1,0,4,1,0,0,5,5,1,1,8,8,5,0,8,0,2,8,5,32,9,5,0,1,0,1,1,30,8,0,0,8,5,8,8,8,9,3,1,8,0,4,8,0,8,8,0,1,8,0,1,1,8,98,8,1,8,8,8,0,98,8,8,8,1,8,8,8,5,8,0,1,1,1,5,1,1,5,1,8,8,8,8,8,8,8,8,8,5,8,8,0,2,5,2,2,2,8,1,1,8,2,2,3,2,2,1,2,1,2,2,1,3,80,96,20,91,1,5,0,5,3,2,1,0
